topology,mean_forward_kl,top1_agreement,perplexity_ratio
spread,5.814132417951312,0.091796875,279.89250337751287
layer_burst,0.26641792910439627,0.7759486607142857,1.2036853216704502
consecutive_block,0.7954702547618321,0.8097098214285714,2.0638195604675333
scattered,0.4687493017741612,0.7720424107142857,1.4394943503863171
